ID,Parent
55801,-1
55802,-1
55803,-1
55804,-1
55805,-1
55806,-1
55807,-1
55808,-1
55809,-1
55810,-1
55811,-1
55812,-1
55813,-1
55814,-1
55815,-1
55816,-1
55817,-1
55818,-1
55819,-1
55820,-1
55821,-1
55822,-1
55828,-1
55823,-1
55829,-1
55824,-1
55830,-1
55825,-1
55831,-1
55826,-1
55827,-1
55832,-1
55833,-1
55834,-1
55835,-1
55836,-1
55837,-1
55838,-1
55839,-1
55840,-1
55844,-1
55841,-1
55845,-1
55846,-1
55847,-1
55848,-1
55843,-1
55842,-1
55849,-1
55850,-1
55851,-1
55852,-1
55853,-1
55854,-1
55856,-1
55857,-1
55858,-1
55855,-1
55859,-1
30726,-1
30727,-1
30728,-1
30729,-1
30730,-1
30731,-1
30732,-1
30733,-1
30734,-1
30735,-1
30736,-1
30737,-1
30738,-1
30739,-1
30740,-1
30741,-1
30742,-1
30744,-1
30743,-1
30745,-1
30747,-1
30755,-1
30753,-1
30748,-1
30746,-1
30749,-1
30756,-1
30754,-1
30750,-1
30751,-1
30752,-1
30757,-1
30758,-1
30759,-1
30761,-1
30760,-1
30762,-1
30763,-1
30764,-1
30765,-1
30771,-1
30766,-1
30767,-1
30768,-1
30769,-1
30770,-1
30773,-1
30772,-1
30774,-1
30775,-1
30776,-1
30777,-1
30781,-1
30778,-1
30782,-1
30779,-1
30783,-1
30780,-1
30784,-1
30786,-1
30787,-1
30788,-1
30789,-1
30790,-1
30791,-1
30792,-1
30785,-1
30793,-1
30794,-1
30800,-1
30795,-1
30796,-1
30797,-1
30798,-1
30801,-1
30799,-1
30803,-1
30802,-1
30804,-1
30806,-1
30805,-1
30807,-1
30808,-1
30809,-1
30810,-1
30811,-1
30812,-1
30813,-1
30814,-1
30815,-1
30816,-1
30817,-1
30818,-1
30819,-1
30821,-1
30822,-1
30823,-1
30820,-1
30824,-1
30825,-1
30826,-1
30827,-1
30828,-1
30829,-1
30830,-1
30831,-1
30832,-1
30834,-1
30835,-1
30836,-1
30837,-1
30833,-1
30838,-1
30839,-1
30840,-1
30843,-1
30841,-1
30842,-1
30844,-1
16958,-1
16957,-1
16959,-1
16960,-1
16961,-1
16962,-1
16963,-1
16964,-1
16965,-1
16966,-1
16967,-1
16968,-1
16969,-1
16971,-1
16970,-1
16975,-1
16976,-1
16972,-1
16977,-1
16979,-1
16980,-1
16973,-1
16978,-1
16974,-1
16981,-1
16982,-1
16983,-1
16984,-1
16991,-1
16985,-1
16986,-1
16987,-1
16988,-1
16992,-1
16989,-1
16993,-1
16990,-1
16994,-1
16995,-1
16996,-1
16997,-1
17003,-1
17002,-1
17006,-1
17007,-1
17004,-1
17005,-1
16998,-1
16999,-1
17000,-1
17001,-1
17008,-1
17009,-1
17010,-1
17011,-1
17012,-1
17013,-1
17014,-1
17015,-1
17020,-1
17018,-1
17019,-1
17017,-1
17016,-1
17021,-1
17022,-1
17033,-1
17023,-1
17024,-1
17025,-1
17026,-1
17027,-1
17028,-1
17029,-1
17030,-1
17032,-1
17031,-1
17034,-1
17035,-1
17036,-1
17037,-1
17038,-1
17039,-1
17040,-1
17042,-1
17043,-1
17041,-1
17044,-1
17046,-1
17045,-1
17047,-1
17048,-1
42576,-1
42577,-1
42578,-1
42579,-1
42580,-1
42581,-1
42582,-1
42583,-1
42584,-1
42585,-1
42586,-1
42587,-1
42588,-1
42589,-1
42590,-1
42591,-1
42593,-1
42592,-1
42594,-1
42595,-1
42597,-1
42598,-1
42599,-1
42596,-1
42600,-1
42601,-1
42602,-1
42603,-1
42604,-1
42605,-1
42606,-1
42607,-1
42608,-1
42609,-1
42610,-1
58364,-1
58365,-1
58366,-1
58375,-1
58376,-1
58377,-1
58378,-1
58380,-1
58379,-1
58382,-1
58381,-1
58383,-1
58384,-1
58385,-1
58387,-1
58386,-1
58388,-1
58389,-1
58390,-1
58391,-1
58393,-1
58394,-1
58395,-1
58392,-1
58396,-1
58397,-1
58398,-1
58399,-1
58400,-1
58401,-1
58406,-1
58402,-1
58407,-1
58403,-1
58408,-1
58404,-1
58409,-1
58405,-1
58367,-1
58368,-1
58370,-1
58369,-1
58372,-1
58371,-1
58373,-1
58374,-1
18748,-1
18747,-1
18745,-1
18746,-1
18749,-1
18750,-1
18751,-1
18752,-1
18753,-1
18754,-1
18755,-1
18756,-1
18757,-1
18760,-1
18758,-1
18761,-1
18762,-1
18759,-1
18763,-1
18767,-1
18766,-1
18764,-1
18765,-1
18768,-1
18769,-1
18770,-1
18771,-1
18772,-1
18775,-1
18776,-1
18777,-1
18778,-1
18773,-1
18774,-1
18779,-1
18780,-1
18781,-1
18782,-1
18783,-1
18784,-1
18785,-1
18786,-1
18787,-1
18788,-1
18790,-1
18789,-1
18791,-1
18792,-1
18794,-1
18795,-1
18793,-1
18796,-1
18797,-1
18798,-1
18799,-1
18800,-1
18801,-1
54490,-1
54491,-1
54492,-1
54504,-1
54503,-1
54502,-1
54505,-1
54506,-1
54507,-1
54508,-1
54509,-1
54510,-1
54511,-1
54512,-1
54513,-1
54514,-1
54515,-1
54516,-1
54517,-1
54518,-1
54519,-1
54520,-1
54522,-1
54523,-1
54524,-1
54525,-1
54521,-1
54526,-1
54527,-1
54528,-1
54529,-1
54535,-1
54530,-1
54531,-1
54532,-1
54533,-1
54534,-1
54536,-1
54537,-1
54538,-1
54539,-1
54540,-1
54541,-1
54542,-1
54543,-1
54544,-1
54545,-1
54546,-1
54547,-1
54548,-1
54549,-1
54493,-1
54494,-1
54495,-1
54496,-1
54497,-1
54498,-1
54499,-1
54500,-1
54501,-1
52476,-1
52477,-1
52478,-1
52479,-1
52480,-1
52481,-1
52482,-1
52483,-1
52484,-1
52487,-1
52486,-1
52485,-1
52489,-1
52488,-1
52490,-1
52493,-1
52501,-1
52500,-1
52491,-1
52492,-1
52498,-1
52494,-1
52495,-1
52496,-1
52499,-1
52497,-1
52502,-1
52503,-1
52504,-1
52508,-1
52505,-1
52509,-1
52506,-1
52507,-1
52511,-1
52510,-1
52475,-1
52474,-1
52523,-1
52521,-1
52512,-1
52513,-1
52514,-1
52515,-1
52516,-1
52517,-1
52518,-1
52522,-1
52519,-1
52520,-1
52524,-1
52526,-1
52527,-1
52525,-1
42166,-1
42167,-1
42168,-1
42169,-1
42170,-1
42171,-1
42172,-1
42173,-1
42174,-1
42175,-1
42176,-1
42177,-1
42178,-1
42179,-1
42180,-1
42181,-1
42182,-1
42183,-1
42184,-1
42185,-1
42186,-1
42187,-1
42188,-1
42189,-1
42190,-1
42191,-1
42192,-1
42193,-1
42194,-1
42195,-1
42197,-1
42198,-1
42199,-1
42203,-1
42204,-1
42196,-1
42200,-1
42201,-1
42202,-1
42205,-1
42206,-1
42207,-1
42208,-1
42212,-1
42209,-1
42210,-1
42211,-1
42213,-1
42214,-1
42215,-1
42221,-1
42216,-1
42217,-1
42218,-1
42219,-1
42220,-1
42222,-1
42223,-1
42224,-1
42225,-1
42226,-1
42227,-1
61143,-1
63037,-1
60363,-1
61920,-1
60147,-1
63046,-1
61854,-1
61137,-1
62591,-1
58701,-1
62812,-1
61626,-1
60543,-1
62056,-1
63147,-1
63333,-1
60038,-1
62770,-1
63703,-1
62173,-1
62817,-1
59708,-1
62049,-1
59421,-1
60196,-1
58856,-1
60789,-1
63353,-1
62901,-1
59793,-1
59682,-1
60000,-1
59168,-1
62907,-1
59018,-1
62534,-1
35263,-1
35265,-1
35264,-1
35267,-1
35266,-1
35269,-1
35268,-1
35270,-1
35271,-1
35272,-1
35274,-1
35273,-1
35275,-1
35277,-1
35276,-1
35278,-1
35280,-1
35281,-1
35279,-1
35282,-1
35283,-1
35284,-1
35285,-1
35286,-1
35287,-1
35288,-1
35289,-1
35290,-1
35291,-1
35292,-1
35294,-1
35293,-1
35299,-1
35300,-1
35295,-1
35297,-1
35296,-1
35298,-1
35301,-1
35302,-1
35303,-1
35304,-1
35305,-1
35306,-1
35307,-1
35308,-1
35309,-1
35310,-1
35311,-1
35312,-1
35313,-1
35314,-1
35315,-1
35316,-1
35317,-1
35318,-1
35319,-1
35320,-1
35321,-1
35322,-1
35323,-1
35324,-1
35325,-1
19155,-1
19156,-1
19157,-1
19158,-1
19159,-1
19160,-1
19162,-1
19163,-1
19161,-1
19164,-1
19165,-1
19166,-1
19167,-1
19168,-1
19169,-1
19170,-1
19171,-1
19172,-1
19173,-1
19175,-1
19176,-1
19174,-1
19177,-1
19178,-1
19179,-1
19180,-1
19181,-1
19182,-1
19183,-1
19184,-1
19185,-1
19186,-1
19187,-1
19188,-1
19189,-1
19190,-1
19191,-1
19192,-1
19193,-1
19194,-1
19195,-1
19196,-1
19197,-1
19198,-1
19199,-1
19200,-1
19201,-1
19202,-1
19203,-1
19206,-1
19204,-1
19207,-1
19205,-1
19208,-1
57072,-1
57073,-1
57074,-1
57075,-1
57076,-1
57104,-1
57105,-1
57107,-1
57108,-1
57109,-1
57110,-1
57106,-1
57111,-1
57112,-1
57114,-1
57115,-1
57113,-1
57116,-1
57117,-1
57120,-1
57118,-1
57119,-1
57121,-1
57122,-1
57123,-1
57124,-1
57125,-1
57126,-1
57127,-1
57128,-1
57129,-1
57130,-1
57139,-1
57131,-1
57132,-1
57140,-1
57133,-1
57134,-1
57141,-1
57135,-1
57142,-1
57136,-1
57137,-1
57138,-1
57143,-1
57144,-1
57145,-1
57146,-1
57147,-1
57089,-1
57077,-1
57078,-1
57086,-1
57079,-1
57087,-1
57080,-1
57081,-1
57082,-1
57083,-1
57088,-1
57084,-1
57085,-1
57090,-1
57091,-1
57092,-1
57093,-1
57098,-1
57094,-1
57095,-1
57096,-1
57099,-1
57097,-1
57100,-1
57101,-1
57103,-1
57102,-1
22735,-1
22736,-1
22737,-1
22738,-1
22739,-1
22740,-1
22741,-1
22742,-1
22743,-1
22746,-1
22747,-1
22748,-1
22744,-1
22749,-1
22745,-1
22750,-1
22751,-1
22752,-1
22754,-1
22753,-1
6432,-1
6430,-1
6431,-1
6433,-1
6440,-1
6434,-1
6435,-1
6436,-1
6437,-1
6438,-1
6439,-1
6490,-1
6491,-1
6492,-1
6493,-1
6499,-1
6500,-1
6501,-1
6502,-1
6503,-1
6504,-1
6505,-1
6506,-1
6511,-1
6512,-1
6513,-1
6507,-1
6514,-1
6515,-1
6508,-1
6516,-1
6509,-1
6510,-1
6517,-1
6518,-1
6519,-1
6520,-1
6522,-1
6523,-1
6521,-1
6524,-1
6525,-1
6526,-1
6527,-1
6528,-1
6529,-1
6530,-1
6531,-1
6532,-1
6533,-1
6534,-1
6538,-1
6539,-1
6537,-1
6540,-1
6541,-1
6535,-1
6542,-1
6543,-1
6536,-1
6544,-1
6545,-1
6546,-1
6441,-1
6442,-1
6443,-1
6444,-1
6445,-1
6446,-1
6447,-1
6448,-1
6449,-1
6450,-1
6451,-1
6452,-1
6453,-1
6455,-1
6456,-1
6461,-1
6457,-1
6458,-1
6454,-1
6459,-1
6460,-1
6462,-1
6463,-1
6464,-1
6469,-1
6470,-1
6465,-1
6471,-1
6466,-1
6472,-1
6467,-1
6473,-1
6474,-1
6475,-1
6476,-1
6468,-1
6477,-1
6478,-1
6479,-1
6480,-1
6481,-1
6482,-1
6483,-1
6484,-1
6485,-1
6486,-1
6487,-1
6488,-1
6489,-1
6494,-1
6495,-1
6496,-1
6497,-1
6498,-1
60671,-1
63574,-1
63377,-1
62383,-1
63483,-1
62292,-1
60476,-1
60225,-1
62510,-1
63222,-1
63132,-1
61055,-1
60183,-1
62467,-1
62136,-1
60583,-1
60660,-1
61295,-1
60451,-1
59161,-1
60766,-1
59741,-1
62081,-1
63149,-1
59156,-1
59609,-1
61490,-1
60403,-1
62100,-1
59788,-1
59763,-1
61823,-1
60848,-1
62689,-1
59473,-1
62453,-1
59696,-1
60966,-1
62619,-1
62706,-1
63653,-1
62389,-1
59896,-1
60361,-1
60018,-1
59195,-1
61603,-1
60624,-1
62279,-1
59563,-1
60995,-1
60584,-1
60157,-1
59453,-1
62355,-1
63690,-1
61314,-1
61463,-1
62553,-1
59510,-1
61184,-1
60026,-1
59634,-1
62756,-1
63021,-1
60161,-1
58855,-1
58832,-1
63040,-1
62654,-1
62373,-1
62974,-1
58716,-1
61440,-1
60100,-1
61681,-1
60202,-1
62628,-1
59811,-1
62047,-1
59542,-1
58781,-1
59205,-1
18805,-1
18804,-1
18803,-1
18806,-1
18802,-1
18807,-1
18808,-1
18809,-1
18810,-1
18811,-1
18812,-1
18813,-1
18814,-1
18815,-1
18816,-1
18817,-1
18821,-1
18822,-1
18823,-1
18824,-1
18818,-1
18819,-1
18825,-1
18826,-1
18820,-1
18827,-1
18828,-1
18830,-1
18829,-1
18831,-1
18832,-1
18833,-1
18834,-1
18835,-1
18836,-1
18837,-1
18838,-1
18839,-1
18846,-1
18840,-1
18841,-1
18842,-1
18843,-1
18844,-1
18847,-1
18845,-1
18848,-1
18849,-1
18850,-1
18851,-1
18852,-1
18856,-1
18857,-1
18853,-1
18854,-1
18855,-1
18859,-1
18858,-1
18860,-1
18861,-1
18862,-1
18863,-1
18864,-1
18869,-1
18865,-1
18876,-1
18873,-1
18870,-1
18866,-1
18875,-1
18874,-1
18871,-1
18867,-1
18872,-1
18868,-1
18877,-1
18878,-1
18879,-1
18880,-1
18881,-1
18882,-1
18883,-1
18884,-1
18885,-1
18886,-1
18887,-1
18888,-1
18889,-1
30634,-1
30632,-1
30633,-1
30635,-1
30636,-1
30643,-1
30644,-1
30641,-1
30642,-1
30637,-1
30639,-1
30640,-1
30638,-1
30645,-1
30646,-1
30647,-1
30648,-1
30649,-1
30650,-1
30651,-1
30652,-1
30653,-1
30654,-1
30655,-1
30656,-1
30657,-1
30658,-1
30659,-1
30660,-1
30661,-1
30662,-1
30663,-1
30664,-1
30665,-1
30666,-1
30667,-1
30668,-1
30669,-1
30670,-1
30671,-1
30672,-1
30673,-1
30674,-1
30675,-1
30676,-1
30681,-1
30677,-1
30678,-1
30679,-1
30680,-1
30682,-1
30683,-1
30684,-1
30685,-1
30686,-1
30687,-1
30688,-1
30689,-1
30692,-1
30693,-1
30690,-1
30691,-1
30694,-1
30696,-1
30695,-1
30697,-1
30698,-1
30699,-1
30701,-1
30700,-1
30705,-1
30702,-1
30703,-1
30704,-1
30706,-1
30713,-1
30707,-1
30712,-1
30708,-1
30709,-1
30711,-1
30710,-1
30714,-1
30715,-1
30716,-1
30717,-1
30718,-1
30719,-1
30720,-1
30721,-1
30722,-1
30723,-1
30724,-1
30725,-1
44031,-1
